,SalesAgentEmailID,ContactEmailID,Product,Close_Value,year_month,sentiment_scores
233,gladys@piedpiper.com,kristle@dontechi.com,GTX Plus Pro,5533,2017-07,3.2823529411764705
234,vicki@piedpiper.com,tyron@hatfan.com,GTXPro,4907,2017-12,3.226890756302521
235,reed@piedpiper.com,terry@plussunin.com,MG Special,57,2017-07,4.802197802197802
236,gladys@piedpiper.com,elisa@warephase.com,GTXPro,4891,2017-12,3.0927835051546393
237,kami@piedpiper.com,laveta@zoomit.com,GTX Basic,590,2017-07,3.393258426966292
238,donn@piedpiper.com,paola@opentech.com,GTX Plus Basic,1037,2017-05,4.627450980392157
239,marty@piedpiper.com,darrel@rangreen.com,GTX Plus Pro,5787,2017-08,3.316666666666667
240,vicki@piedpiper.com,winston@j-texon.com,MG Special,57,2016-12,4.683168316831683
241,kary@piedpiper.com,halley@labdrill.com,GTXPro,5100,2017-01,3.9930555555555554
242,garret@piedpiper.com,zulema@silis.com,GTX Plus Pro,5918,2017-12,3.3448275862068964
243,gladys@piedpiper.com,ivana@konmatfix.com,GTX Plus Basic,970,2017-05,2.871794871794872
244,violet@piedpiper.com,lavonia@vehementcapitalpartners.com,GTX Plus Basic,1014,2017-09,4.916666666666667
245,elease@piedpiper.com,laveta@zoomit.com,GTK 500,25897,2017-05,5.666666666666667
246,cassey@piedpiper.com,krystle@gekko&co.com,GTX Plus Basic,1152,2017-11,4.609195402298851
247,maureen@piedpiper.com,darryl@lexiqvolax.com,GTX Plus Basic,891,2017-12,4.0508474576271185
248,moses@piedpiper.com,corrinne@isdom.com,MG Special,58,2017-12,3.4074074074074074
249,jonathan@piedpiper.com,faviola@cancity.com,GTX Basic,469,2017-09,3.2318840579710146
250,niesha@piedpiper.com,ivory@conecom.com,GTX Plus Pro,5604,2017-01,3.1805555555555554
251,marty@piedpiper.com,justine@codehow.com,MG Special,51,2017-06,3.47
252,vicki@piedpiper.com,riley@blackzim.com,GTX Basic,545,2017-10,3.80672268907563
253,reed@piedpiper.com,eleonore@donware.com,GTX Basic,572,2017-02,4.586956521739131
254,vicki@piedpiper.com,deanne@plusstrip.com,MG Special,56,2017-07,4.242105263157895
255,wilburn@piedpiper.com,monte@kinnamplus.com,GTX Basic,525,2017-12,4.303571428571429
256,anna@piedpiper.com,karole@gencopuraoliveoilcompany.com,GTX Basic,497,2017-08,4.9787234042553195
257,corliss@piedpiper.com,vanessa@xx-zobam.com,GTXPro,4687,2017-07,3.736842105263158
258,gladys@piedpiper.com,ivory@conecom.com,MG Advanced,3865,2017-08,4.252747252747253
259,anna@piedpiper.com,tanja@domzoom.com,GTX Plus Basic,962,2017-03,3.2605042016806722
260,wilburn@piedpiper.com,delila@konex.com,GTX Plus Pro,5559,2017-12,5.02
261,reed@piedpiper.com,nedra@ontomedia.com,GTXPro,4434,2017-12,3.0476190476190474
262,darcel@piedpiper.com,genie@betatech.com,GTXPro,4817,2017-03,4.264516129032258
263,versie@piedpiper.com,faviola@cancity.com,GTX Basic,672,2017-06,3.8308823529411766
264,daniell@piedpiper.com,krystle@gekko&co.com,GTX Plus Basic,1267,2017-07,3.8363636363636364
265,anna@piedpiper.com,darwin@dambase.com,MG Special,66,2017-03,4.275229357798165
266,kary@piedpiper.com,robbie@cheers.com,GTX Plus Basic,1195,2017-06,4.082758620689655
267,darcel@piedpiper.com,genie@betatech.com,MG Advanced,3822,2017-03,4.264516129032258
268,donn@piedpiper.com,antionette@bluthcompany.com,GTXPro,5621,2017-03,3.78
269,darcel@piedpiper.com,ivory@conecom.com,GTXPro,4311,2017-04,4.127853881278539
270,garret@piedpiper.com,nedra@ontomedia.com,GTX Plus Pro,5946,2017-10,3.090909090909091
271,markita@piedpiper.com,claribel@goodsilron.com,MG Special,57,2017-12,4.359649122807017
272,donn@piedpiper.com,monte@kinnamplus.com,GTX Plus Pro,5051,2017-04,3.65
273,gladys@piedpiper.com,candice@stanredtax.com,MG Advanced,2970,2017-09,4.14
274,reed@piedpiper.com,gertrude@massivedynamic.com,MG Special,53,2017-10,3.735294117647059
275,james@piedpiper.com,maxie@sunnamplex.com,MG Advanced,3260,2017-12,3.781609195402299
276,jonathan@piedpiper.com,ying@funholding.com,GTX Plus Basic,1148,2017-05,4.172932330827067
277,reed@piedpiper.com,malissa@donquadtech.com,GTXPro,4905,2017-02,3.824561403508772
278,gladys@piedpiper.com,faviola@cancity.com,GTX Plus Basic,1008,2017-10,3.7209302325581395
279,boris@piedpiper.com,monte@kinnamplus.com,GTX Plus Basic,1001,2017-10,2.2
280,maureen@piedpiper.com,claribel@goodsilron.com,GTX Plus Basic,1096,2017-03,4.0246913580246915
281,reed@piedpiper.com,danilo@betasoloin.com,GTX Basic,575,2017-06,4.178571428571429
282,daniell@piedpiper.com,cuc@acmecorporation.com,GTX Plus Pro,5721,2017-05,4.354838709677419
283,versie@piedpiper.com,benny@treequote.com,MG Special,60,2017-06,3.696629213483146
284,maureen@piedpiper.com,riley@blackzim.com,GTX Plus Basic,1101,2017-10,3.6973684210526314
285,markita@piedpiper.com,gordon@scotfind.com,GTX Plus Basic,967,2017-03,3.82
286,maureen@piedpiper.com,robbie@cheers.com,MG Advanced,3535,2017-02,4.6880733944954125
287,maureen@piedpiper.com,tambra@singletechno.com,GTX Basic,523,2017-01,4.297297297297297
288,gladys@piedpiper.com,bryan@bioholding.com,GTX Basic,540,2017-11,4.156626506024097
289,vicki@piedpiper.com,natisha@groovestreet.com,GTX Plus Pro,5368,2017-09,2.826923076923077
290,wilburn@piedpiper.com,williemae@zathunicon.com,GTX Plus Basic,1179,2017-01,3.21875
291,anna@piedpiper.com,benny@treequote.com,GTX Plus Pro,5883,2017-05,4.118012422360248
292,lajuana@piedpiper.com,ivory@conecom.com,GTX Basic,582,2017-04,4.711111111111111
