,SalesAgentEmailID,ContactEmailID,Product,Close_Value,year_month,sentiment_scores
108,1,60,4,4704,2016-08-01,2.7358490566037736
75,6,9,3,4711,2016-08-01,3.8839590443686007
154,2,56,3,5425,2016-08-01,3.613861386138614
21,0,6,3,5765,2016-08-01,4.304347826086956
132,29,75,3,6499,2016-08-01,4.40566037735849
66,6,21,6,50,2016-09-01,3.443243243243243
79,13,13,6,51,2016-09-01,4.074380165289257
147,15,68,6,51,2016-09-01,4.3419354838709685
30,11,44,6,53,2016-09-01,4.319148936170213
33,27,78,6,55,2016-09-01,4.670731707317073
129,26,57,6,55,2016-09-01,3.9823008849557517
116,25,5,6,61,2016-09-01,4.527777777777779
36,17,23,6,64,2016-09-01,2.988095238095238
93,25,15,6,67,2016-09-01,3.977011494252874
168,9,17,1,469,2016-09-01,4.380281690140845
98,9,78,1,510,2016-09-01,1.8947368421052633
24,23,17,1,538,2016-09-01,2.7142857142857144
166,17,44,1,576,2016-09-01,3.8651685393258433
25,17,63,1,601,2016-09-01,4.068627450980392
164,7,64,1,605,2016-09-01,4.020408163265306
58,16,37,1,609,2016-09-01,4.227941176470588
19,23,45,1,635,2016-09-01,2.8536585365853657
156,19,75,2,979,2016-09-01,3.45679012345679
135,21,31,2,1026,2016-09-01,4.978260869565218
68,4,47,2,1034,2016-09-01,4.779220779220778
103,15,75,2,1046,2016-09-01,2.980392156862745
113,20,21,2,1054,2016-09-01,3.6075949367088618
122,28,28,5,3045,2016-09-01,3.305084745762712
115,0,9,5,3246,2016-09-01,4.115151515151515
153,6,37,5,3269,2016-09-01,4.065359477124183
106,4,43,5,3351,2016-09-01,4.0886075949367084
155,6,69,5,3358,2016-09-01,4.183783783783784
40,7,56,5,3421,2016-09-01,4.483516483516484
70,11,81,5,3426,2016-09-01,3.0285714285714285
84,4,78,5,3577,2016-09-01,3.779411764705882
120,26,30,5,3803,2016-09-01,4.257731958762887
44,6,33,4,3952,2016-09-01,4.127853881278539
57,4,12,4,4570,2016-09-01,4.323529411764706
159,6,40,4,4891,2016-09-01,3.7469879518072284
56,26,30,4,4906,2016-09-01,4.257731958762887
81,26,65,6,46,2016-10-01,3.96
133,8,49,6,46,2016-10-01,3.6170212765957452
172,27,56,6,47,2016-10-01,3.8840579710144927
134,25,32,6,51,2016-10-01,3.5760869565217392
23,27,60,6,54,2016-10-01,2.8095238095238093
83,17,16,6,54,2016-10-01,3.488888888888889
157,8,71,6,65,2016-10-01,3.9479166666666665
150,18,69,1,508,2016-10-01,4.126436781609195
180,15,63,1,515,2016-10-01,4.082758620689655
114,13,52,1,543,2016-10-01,4.549180327868854
181,16,37,1,547,2016-10-01,4.227941176470588
136,29,71,1,552,2016-10-01,4.079545454545454
49,14,3,1,564,2016-10-01,4.867768595041324
158,7,54,1,579,2016-10-01,3.65
143,20,37,1,588,2016-10-01,4.45045045045045
140,0,33,1,625,2016-10-01,4.5
82,16,82,2,948,2016-10-01,3.6346153846153846
187,5,48,2,1020,2016-10-01,3.75
151,11,2,2,1108,2016-10-01,4.129032258064516
88,25,66,5,2955,2016-10-01,3.1733333333333333
142,0,6,5,4148,2016-10-01,4.304347826086956
39,12,2,3,4667,2016-10-01,3.3777777777777778
149,6,52,4,4739,2016-10-01,3.830188679245283
69,26,57,4,4899,2016-10-01,3.9823008849557517
144,19,29,4,4899,2016-10-01,3.2222222222222223
131,4,70,3,5002,2016-10-01,3.7196261682242993
160,12,74,4,5040,2016-10-01,4.311827956989247
102,13,79,4,5406,2016-10-01,3.571428571428572
16,12,34,4,5673,2016-10-01,3.72972972972973
192,25,6,6,43,2016-11-01,4.687943262411348
1,23,3,6,45,2016-11-01,4.041666666666667
146,17,35,6,47,2016-11-01,3.6585365853658534
148,6,72,6,49,2016-11-01,3.6703296703296697
12,25,82,6,54,2016-11-01,3.660550458715597
125,23,74,6,56,2016-11-01,4.545454545454546
178,10,21,6,56,2016-11-01,3.72093023255814
112,22,46,6,57,2016-11-01,4.195652173913044
139,11,22,6,59,2016-11-01,3.8571428571428568
193,25,4,6,61,2016-11-01,3.6966292134831464
92,27,0,6,64,2016-11-01,4.9344262295081975
65,26,17,1,443,2016-11-01,4.244541484716157
145,7,41,1,462,2016-11-01,3.8411764705882354
34,17,65,1,523,2016-11-01,3.761363636363636
80,20,10,1,557,2016-11-01,3.1237113402061856
162,27,43,1,564,2016-11-01,4.0381679389312986
11,15,30,1,578,2016-11-01,4.544378698224851
165,22,80,2,978,2016-11-01,3.22
18,17,62,2,1043,2016-11-01,3.5865384615384617
170,7,84,2,1132,2016-11-01,2.5526315789473686
204,6,32,2,1170,2016-11-01,4.440789473684211
8,23,27,5,3284,2016-11-01,2.9454545454545453
175,14,3,5,3295,2016-11-01,4.867768595041324
173,2,67,5,3665,2016-11-01,4.440366972477063
161,2,58,5,4200,2016-11-01,4.034883720930233
128,6,82,4,4247,2016-11-01,3.5726872246696035
28,24,54,4,4465,2016-11-01,4.7407407407407405
174,6,42,4,4511,2016-11-01,3.4007936507936507
171,14,62,4,4839,2016-11-01,4.296296296296297
7,12,51,3,5169,2016-11-01,3.781609195402299
76,4,12,3,5964,2016-11-01,4.323529411764706
6,9,54,6,41,2016-12-01,6.413793103448277
73,25,4,6,49,2016-12-01,3.6966292134831464
127,0,40,6,49,2016-12-01,3.548387096774193
121,10,15,6,51,2016-12-01,3.5
137,18,82,6,52,2016-12-01,4.318181818181818
183,0,5,6,53,2016-12-01,3.7777777777777777
138,27,7,6,56,2016-12-01,3.4683544303797467
240,26,81,6,57,2016-12-01,4.683168316831684
177,25,26,6,62,2016-12-01,3.3814432989690717
107,12,26,1,437,2016-12-01,4.178571428571429
163,27,47,1,504,2016-12-01,3.0161290322580645
126,4,43,1,513,2016-12-01,4.0886075949367084
3,29,75,1,517,2016-12-01,4.40566037735849
97,13,37,1,517,2016-12-01,3.568807339449541
226,12,74,1,537,2016-12-01,4.311827956989247
179,22,11,1,556,2016-12-01,3.8846153846153846
31,19,30,2,1007,2016-12-01,3.6344086021505375
167,21,15,2,1033,2016-12-01,2.851063829787234
96,29,29,2,1049,2016-12-01,4.636363636363637
101,19,30,2,1185,2016-12-01,3.6344086021505375
231,21,72,2,1212,2016-12-01,3.344262295081968
63,10,52,5,2972,2016-12-01,4.39240506329114
152,7,78,5,3415,2016-12-01,3.321428571428572
190,1,48,5,3677,2016-12-01,4.07
99,26,30,4,3742,2016-12-01,4.257731958762887
74,21,4,5,3841,2016-12-01,5.527027027027027
95,12,68,4,4338,2016-12-01,3.36
87,10,37,4,4438,2016-12-01,3.6095238095238096
176,7,46,4,4998,2016-12-01,3.3225806451612905
67,15,34,3,5425,2016-12-01,3.9506172839506166
169,0,10,3,5459,2016-12-01,3.462068965517241
4,15,65,4,5539,2016-12-01,3.875776397515528
46,12,22,3,6490,2016-12-01,4.428571428571429
218,25,9,6,54,2017-01-01,4.573333333333333
323,12,8,6,57,2017-01-01,3.8645833333333335
326,19,41,6,67,2017-01-01,4.066666666666666
512,7,54,1,481,2017-01-01,3.65
297,22,77,1,494,2017-01-01,3.6263736263736255
230,6,52,1,514,2017-01-01,3.830188679245283
456,0,6,1,514,2017-01-01,4.304347826086956
287,19,71,1,523,2017-01-01,4.297297297297297
540,4,76,1,538,2017-01-01,4.154929577464789
344,26,27,1,542,2017-01-01,3.2098765432098766
410,29,22,1,617,2017-01-01,4.0
225,21,83,2,1080,2017-01-01,4.452830188679245
370,1,19,2,1171,2017-01-01,3.9361702127659575
290,28,80,2,1179,2017-01-01,3.21875
460,6,37,2,1217,2017-01-01,4.065359477124183
485,10,52,5,3367,2017-01-01,4.39240506329114
213,14,71,5,3388,2017-01-01,3.602409638554217
511,7,78,5,3644,2017-01-01,3.321428571428572
380,13,83,4,4213,2017-01-01,3.5663716814159288
375,5,78,4,4491,2017-01-01,3.627450980392157
356,15,35,4,4559,2017-01-01,3.1210762331838566
304,20,20,3,4651,2017-01-01,3.1486486486486487
294,0,15,3,5060,2017-01-01,4.275229357798165
241,15,29,4,5100,2017-01-01,3.9930555555555554
250,21,33,3,5604,2017-01-01,3.180555555555556
352,8,29,6,51,2017-02-01,3.8235294117647056
593,26,62,6,51,2017-02-01,3.8067226890756296
325,0,21,6,52,2017-02-01,4.258064516129032
764,25,5,6,53,2017-02-01,4.527777777777779
572,8,2,6,56,2017-02-01,3.5909090909090913
674,6,40,6,56,2017-02-01,3.7469879518072284
490,5,56,6,58,2017-02-01,4.203389830508475
639,23,68,6,58,2017-02-01,4.507246376811594
433,0,9,6,59,2017-02-01,4.115151515151515
476,4,1,6,59,2017-02-01,4.220338983050849
794,18,15,6,64,2017-02-01,2.5454545454545454
444,29,57,1,430,2017-02-01,3.5875
526,17,27,1,464,2017-02-01,3.82
424,7,56,1,483,2017-02-01,4.483516483516484
532,1,17,1,492,2017-02-01,3.0540540540540535
195,19,41,1,524,2017-02-01,4.066666666666666
466,13,13,1,526,2017-02-01,4.074380165289257
700,21,38,1,554,2017-02-01,2.9545454545454546
319,3,31,1,568,2017-02-01,2.6388888888888893
253,22,19,1,572,2017-02-01,4.586956521739131
480,4,56,1,599,2017-02-01,3.683544303797469
467,22,64,2,1024,2017-02-01,4.1506849315068495
766,14,81,2,1028,2017-02-01,4.393617021276596
635,18,5,2,1086,2017-02-01,3.2643678160919536
634,12,74,2,1117,2017-02-01,4.311827956989247
655,16,38,2,1127,2017-02-01,4.2627118644067785
317,2,70,5,2613,2017-02-01,3.2583333333333333
443,25,82,5,2871,2017-02-01,3.660550458715597
481,7,84,5,2981,2017-02-01,2.5526315789473686
624,2,43,5,3503,2017-02-01,4.609195402298852
286,19,63,5,3535,2017-02-01,4.6880733944954125
594,18,72,5,3657,2017-02-01,3.6463414634146334
378,19,14,4,4689,2017-02-01,4.050847457627119
186,15,75,4,4694,2017-02-01,2.980392156862745
295,19,44,3,4786,2017-02-01,5.5438596491228065
182,29,68,4,4818,2017-02-01,4.17741935483871
277,22,48,4,4905,2017-02-01,3.8245614035087723
497,26,62,3,5196,2017-02-01,3.8067226890756296
724,0,82,3,5600,2017-02-01,3.7459016393442623
584,12,34,3,6101,2017-02-01,3.72972972972973
449,18,15,3,6322,2017-02-01,2.5454545454545454
550,8,63,0,25464,2017-02-01,3.5263157894736836
753,27,70,6,51,2017-03-01,3.36046511627907
988,25,18,6,51,2017-03-01,4.724137931034483
551,17,2,6,52,2017-03-01,3.9354838709677415
612,0,36,6,53,2017-03-01,3.9205298013245033
927,0,4,6,53,2017-03-01,4.118012422360248
1162,27,1,6,53,2017-03-01,4.035294117647059
728,25,9,6,54,2017-03-01,4.573333333333333
959,16,82,6,54,2017-03-01,3.6346153846153846
452,6,69,6,56,2017-03-01,4.183783783783784
486,26,51,6,56,2017-03-01,4.9753086419753085
705,20,79,6,57,2017-03-01,2.9607843137254903
564,0,42,6,59,2017-03-01,4.48
470,18,35,6,60,2017-03-01,4.486725663716813
265,0,15,6,66,2017-03-01,4.275229357798165
427,12,55,1,457,2017-03-01,2.588235294117647
781,7,47,1,487,2017-03-01,4.229166666666667
552,28,64,1,514,2017-03-01,5.3125
382,16,59,1,528,2017-03-01,3.7977528089887636
812,16,5,1,530,2017-03-01,4.09
701,5,58,1,536,2017-03-01,3.2978723404255317
401,16,32,1,537,2017-03-01,3.8191489361702127
345,12,65,1,540,2017-03-01,3.3432835820895517
1104,26,44,1,550,2017-03-01,3.1265822784810124
409,7,25,1,553,2017-03-01,3.351851851851852
778,22,26,1,553,2017-03-01,5.204081632653062
191,14,16,1,566,2017-03-01,4.784810126582278
886,7,78,1,573,2017-03-01,3.321428571428572
640,16,38,1,579,2017-03-01,4.2627118644067785
902,13,83,1,580,2017-03-01,3.5663716814159288
785,0,72,1,582,2017-03-01,3.260504201680672
867,14,39,1,592,2017-03-01,3.783018867924529
903,3,69,1,612,2017-03-01,3.016949152542373
1017,0,38,1,631,2017-03-01,4.97872340425532
717,16,21,1,648,2017-03-01,2.8446601941747574
259,0,72,2,962,2017-03-01,3.260504201680672
285,17,27,2,967,2017-03-01,3.82
341,11,8,2,975,2017-03-01,3.53125
316,19,29,2,993,2017-03-01,3.2222222222222223
587,0,4,2,999,2017-03-01,4.118012422360248
324,29,71,2,1064,2017-03-01,4.079545454545454
547,21,6,2,1064,2017-03-01,4.734375
422,14,16,2,1082,2017-03-01,4.784810126582278
280,19,8,2,1096,2017-03-01,4.024691358024692
416,5,0,2,1096,2017-03-01,4.0144927536231885
1051,21,37,2,1123,2017-03-01,4.017857142857143
1031,29,26,2,1129,2017-03-01,3.900584795321637
353,15,71,2,1133,2017-03-01,3.193548387096774
589,29,26,2,1159,2017-03-01,3.900584795321637
1001,1,80,2,1354,2017-03-01,3.4901960784313726
629,1,25,5,2677,2017-03-01,4.114285714285714
863,22,19,5,2984,2017-03-01,4.586956521739131
442,14,51,5,3164,2017-03-01,4.111111111111111
364,7,41,5,3222,2017-03-01,3.8411764705882354
600,17,23,5,3442,2017-03-01,2.988095238095238
849,11,27,5,3448,2017-03-01,3.701298701298701
203,16,40,5,3573,2017-03-01,3.5496688741721854
488,27,25,5,3629,2017-03-01,3.3571428571428568
803,11,51,5,3741,2017-03-01,5.130434782608695
267,6,24,5,3822,2017-03-01,4.264516129032258
836,20,35,5,3982,2017-03-01,4.513888888888889
644,29,22,5,4249,2017-03-01,4.0
1002,15,65,4,4356,2017-03-01,3.875776397515528
844,26,68,4,4408,2017-03-01,4.274074074074074
698,6,24,4,4688,2017-03-01,4.264516129032258
662,5,41,4,4712,2017-03-01,3.1219512195121952
400,29,8,4,4797,2017-03-01,3.289156626506024
725,19,41,4,4812,2017-03-01,4.066666666666666
262,6,24,4,4817,2017-03-01,4.264516129032258
194,6,13,4,4829,2017-03-01,3.626436781609196
648,6,26,4,4837,2017-03-01,3.971875
846,4,84,4,4861,2017-03-01,3.947368421052632
440,23,27,4,4933,2017-03-01,2.9454545454545453
944,6,59,4,4991,2017-03-01,3.928888888888889
548,29,63,4,5212,2017-03-01,3.2692307692307687
922,12,3,3,5306,2017-03-01,4.375
516,19,41,4,5316,2017-03-01,4.066666666666666
620,7,73,3,5454,2017-03-01,4.3431372549019605
268,7,1,4,5621,2017-03-01,3.78
870,19,23,3,5966,2017-03-01,4.584415584415584
207,25,9,3,6282,2017-03-01,4.573333333333333
337,8,23,6,43,2017-04-01,4.965517241379311
372,11,34,6,49,2017-04-01,3.625
309,26,57,6,51,2017-04-01,3.9823008849557517
1120,8,57,6,51,2017-04-01,3.60377358490566
1182,0,40,6,52,2017-04-01,3.548387096774193
1407,3,36,6,52,2017-04-01,4.8375
723,23,26,6,53,2017-04-01,4.533333333333333
793,8,55,6,53,2017-04-01,4.346938775510204
1214,17,63,6,53,2017-04-01,4.068627450980392
742,0,72,6,54,2017-04-01,3.260504201680672
1008,1,54,6,57,2017-04-01,2.2
921,2,48,6,59,2017-04-01,4.122448979591836
1314,4,64,6,59,2017-04-01,3.9736842105263164
1445,6,66,6,59,2017-04-01,3.783251231527093
898,8,75,6,60,2017-04-01,4.307692307692308
347,16,66,6,61,2017-04-01,4.447916666666667
1112,23,45,6,62,2017-04-01,2.8536585365853657
1355,11,55,6,62,2017-04-01,3.0327868852459017
1205,29,22,6,64,2017-04-01,4.0
1274,26,35,6,65,2017-04-01,3.7685589519650655
1231,12,8,1,431,2017-04-01,3.8645833333333335
596,26,35,1,456,2017-04-01,3.7685589519650655
1118,15,14,1,481,2017-04-01,3.9259259259259265
494,1,58,1,511,2017-04-01,4.333333333333333
971,12,75,1,524,2017-04-01,4.264367816091953
1207,21,38,1,528,2017-04-01,2.9545454545454546
610,20,9,1,530,2017-04-01,3.4074074074074074
586,22,47,1,532,2017-04-01,4.225225225225225
1005,16,59,1,536,2017-04-01,3.7977528089887636
1330,13,18,1,538,2017-04-01,4.32
1131,27,64,1,542,2017-04-01,4.986486486486488
199,20,37,1,546,2017-04-01,4.45045045045045
892,22,58,1,555,2017-04-01,3.048192771084337
1198,9,41,1,555,2017-04-01,2.6506024096385543
1024,1,64,1,560,2017-04-01,4.634920634920634
1042,10,24,1,560,2017-04-01,5.352941176470588
206,6,20,1,561,2017-04-01,3.611111111111111
664,27,58,1,566,2017-04-01,4.4567901234567895
292,16,33,1,582,2017-04-01,4.711111111111111
646,29,27,1,598,2017-04-01,4.287234042553192
653,29,2,1,606,2017-04-01,4.865671641791045
1010,6,33,1,608,2017-04-01,4.127853881278539
824,15,45,1,613,2017-04-01,4.354330708661418
1121,23,55,1,622,2017-04-01,3.652173913043478
312,2,73,1,623,2017-04-01,4.075949367088608
1044,13,9,2,834,2017-04-01,4.401869158878505
357,21,32,2,970,2017-04-01,2.931034482758621
1025,6,52,2,984,2017-04-01,3.830188679245283
298,14,26,2,994,2017-04-01,4.28169014084507
1210,13,37,2,1012,2017-04-01,3.568807339449541
1199,11,2,2,1024,2017-04-01,4.129032258064516
1211,1,84,2,1063,2017-04-01,5.137931034482759
1336,1,70,2,1066,2017-04-01,3.967741935483871
1016,12,29,2,1090,2017-04-01,3.7927927927927927
1195,2,43,2,1114,2017-04-01,4.609195402298852
1362,1,17,2,1140,2017-04-01,3.0540540540540535
1139,15,39,2,1168,2017-04-01,3.5042016806722684
1202,18,83,2,1176,2017-04-01,5.313953488372093
196,19,3,2,1180,2017-04-01,3.8376068376068377
1501,3,10,2,1184,2017-04-01,4.333333333333333
737,11,27,5,2997,2017-04-01,3.701298701298701
1258,12,29,5,3063,2017-04-01,3.7927927927927927
429,6,83,5,3141,2017-04-01,5.1213592233009715
839,26,34,5,3195,2017-04-01,3.4878048780487805
1498,22,64,5,3203,2017-04-01,4.1506849315068495
677,10,6,5,3212,2017-04-01,4.14
1239,13,42,5,3281,2017-04-01,3.684684684684685
554,11,45,5,3293,2017-04-01,3.0597014925373136
1324,26,45,5,3337,2017-04-01,3.9230769230769234
1080,28,54,5,3350,2017-04-01,4.303571428571429
436,11,8,5,3482,2017-04-01,3.53125
951,7,50,5,3521,2017-04-01,3.0
786,5,46,5,3641,2017-04-01,3.581818181818182
1436,6,33,5,3647,2017-04-01,4.127853881278539
391,10,40,5,3772,2017-04-01,4.17
807,26,41,5,3794,2017-04-01,3.971291866028708
301,9,77,4,3869,2017-04-01,3.5625
473,20,40,5,3971,2017-04-01,3.3421052631578947
630,15,17,5,4022,2017-04-01,3.7407407407407414
721,29,61,3,4059,2017-04-01,3.5161290322580645
1038,22,47,4,4252,2017-04-01,4.225225225225225
682,2,41,4,4294,2017-04-01,3.825581395348837
269,6,33,4,4311,2017-04-01,4.127853881278539
1236,13,10,4,4356,2017-04-01,4.463157894736842
908,13,10,4,4404,2017-04-01,4.463157894736842
1163,6,20,4,4515,2017-04-01,3.611111111111111
937,15,71,4,4554,2017-04-01,3.193548387096774
771,29,57,4,4633,2017-04-01,3.5875
688,27,50,4,4634,2017-04-01,3.9315068493150687
553,7,17,4,4662,2017-04-01,2.962962962962963
197,15,51,4,4719,2017-04-01,4.065693430656935
958,9,73,4,4746,2017-04-01,2.6041666666666665
351,3,21,3,4749,2017-04-01,3.520833333333333
904,22,73,4,4837,2017-04-01,4.802197802197801
716,14,61,4,4865,2017-04-01,2.8181818181818183
477,6,38,4,4888,2017-04-01,3.532934131736527
272,7,54,3,5051,2017-04-01,3.65
941,18,69,4,5055,2017-04-01,4.126436781609195
1123,6,13,4,5055,2017-04-01,3.626436781609196
1099,13,33,4,5064,2017-04-01,4.307017543859649
1269,6,82,4,5088,2017-04-01,3.5726872246696035
1064,10,42,4,5142,2017-04-01,3.2823529411764705
362,20,37,3,5449,2017-04-01,4.45045045045045
1238,12,75,3,5547,2017-04-01,4.264367816091953
780,20,38,3,5619,2017-04-01,2.581081081081081
590,6,4,4,5647,2017-04-01,3.5772727272727267
953,10,6,4,5729,2017-04-01,4.14
432,24,60,3,5805,2017-04-01,3.2068965517241383
1367,28,43,4,6135,2017-04-01,3.717948717948718
752,22,67,3,6180,2017-04-01,3.177419354838709
763,7,43,3,6205,2017-04-01,4.0470588235294125
765,22,7,3,6318,2017-04-01,3.739130434782609
952,29,55,6,46,2017-05-01,3.738095238095238
1048,26,17,6,47,2017-05-01,4.244541484716157
461,18,52,6,48,2017-05-01,4.28421052631579
1241,0,18,6,49,2017-05-01,3.3404255319148937
1348,25,79,6,50,2017-05-01,3.515151515151515
459,0,26,6,52,2017-05-01,4.0
731,10,24,6,53,2017-05-01,5.352941176470588
1474,25,59,6,53,2017-05-01,3.963302752293578
1462,0,10,6,54,2017-05-01,3.462068965517241
1650,25,52,6,54,2017-05-01,5.617647058823528
718,3,32,6,55,2017-05-01,4.152173913043479
795,19,65,6,55,2017-05-01,4.373626373626373
1389,23,41,6,56,2017-05-01,5.102564102564102
1473,16,35,6,56,2017-05-01,2.954954954954955
1507,27,43,6,56,2017-05-01,4.0381679389312986
426,25,6,6,57,2017-05-01,4.687943262411348
751,13,26,6,57,2017-05-01,4.151785714285714
1083,0,18,6,58,2017-05-01,3.3404255319148937
465,14,62,6,59,2017-05-01,4.296296296296297
489,25,15,6,59,2017-05-01,3.977011494252874
576,25,69,6,59,2017-05-01,3.6716417910447765
1510,15,16,6,59,2017-05-01,4.1
1570,20,35,6,59,2017-05-01,4.513888888888889
525,22,60,6,61,2017-05-01,3.9012345679012346
817,0,5,6,63,2017-05-01,3.7777777777777777
1206,12,71,6,65,2017-05-01,3.7382550335570466
934,14,65,1,478,2017-05-01,3.9585798816568047
709,16,32,1,485,2017-05-01,3.8191489361702127
1406,9,41,1,492,2017-05-01,2.6506024096385543
887,15,16,1,505,2017-05-01,4.1
533,7,84,1,511,2017-05-01,2.5526315789473686
877,14,51,1,511,2017-05-01,4.111111111111111
1021,13,83,1,513,2017-05-01,3.5663716814159288
1427,29,3,1,520,2017-05-01,3.79
1379,19,62,1,524,2017-05-01,3.697368421052632
999,17,74,1,527,2017-05-01,4.0
1478,27,25,1,533,2017-05-01,3.3571428571428568
517,15,63,1,538,2017-05-01,4.082758620689655
487,1,84,1,541,2017-05-01,5.137931034482759
385,14,34,1,552,2017-05-01,2.7142857142857144
558,13,31,1,565,2017-05-01,3.674418604651162
823,15,74,1,566,2017-05-01,4.121739130434783
638,12,62,1,570,2017-05-01,2.763888888888889
1625,20,13,1,577,2017-05-01,3.4482758620689653
1572,15,41,1,579,2017-05-01,3.995594713656388
808,16,83,1,594,2017-05-01,4.0
713,26,23,1,600,2017-05-01,4.99009900990099
657,0,9,1,622,2017-05-01,4.115151515151515
1409,4,43,1,665,2017-05-01,4.0886075949367084
1550,26,35,2,880,2017-05-01,3.7685589519650655
567,1,47,2,886,2017-05-01,3.8395061728395055
366,10,18,2,917,2017-05-01,4.375
1360,6,66,2,927,2017-05-01,3.783251231527093
894,21,36,2,960,2017-05-01,2.8428571428571434
243,10,32,2,970,2017-05-01,2.8717948717948723
307,24,58,2,975,2017-05-01,2.7462686567164183
1093,6,26,2,987,2017-05-01,3.971875
872,17,8,2,1017,2017-05-01,4.359649122807017
1066,6,32,2,1020,2017-05-01,4.440789473684211
1298,2,43,2,1027,2017-05-01,4.609195402298852
238,7,60,2,1037,2017-05-01,4.627450980392157
1467,10,72,2,1055,2017-05-01,2.476923076923077
1246,16,82,2,1072,2017-05-01,3.6346153846153846
1532,27,1,2,1093,2017-05-01,4.035294117647059
329,4,17,2,1105,2017-05-01,4.148387096774194
1313,26,16,2,1118,2017-05-01,4.242105263157895
1149,28,80,2,1144,2017-05-01,3.21875
1076,27,76,2,1145,2017-05-01,5.0317460317460325
276,13,82,2,1148,2017-05-01,4.1729323308270665
1388,20,6,2,1174,2017-05-01,3.8571428571428568
1552,18,4,2,1185,2017-05-01,3.9680851063829783
603,6,18,2,1203,2017-05-01,3.6628571428571433
681,26,17,2,1208,2017-05-01,4.244541484716157
893,5,41,2,1291,2017-05-01,3.1219512195121952
749,17,63,5,2882,2017-05-01,4.068627450980392
1453,1,67,5,3138,2017-05-01,2.65
1030,3,42,5,3148,2017-05-01,4.220779220779221
715,14,71,5,3254,2017-05-01,3.602409638554217
933,1,48,5,3259,2017-05-01,4.07
1516,2,0,5,3275,2017-05-01,3.611111111111111
1549,27,54,5,3342,2017-05-01,3.4788732394366195
565,6,82,5,3346,2017-05-01,3.5726872246696035
929,26,8,5,3418,2017-05-01,3.949685534591195
1358,7,67,5,3423,2017-05-01,3.9367088607594938
1525,26,27,5,3559,2017-05-01,3.2098765432098766
519,9,12,4,3822,2017-05-01,2.7894736842105257
744,2,41,4,3822,2017-05-01,3.825581395348837
1229,2,48,5,3844,2017-05-01,4.122448979591836
1439,23,71,5,3855,2017-05-01,3.92156862745098
965,25,13,5,3860,2017-05-01,3.0283018867924527
1329,6,6,4,3892,2017-05-01,3.741312741312741
1528,25,24,5,4011,2017-05-01,3.2616822429906542
